;Full Recipe
87;"<|startofrecipe|>ingredients:
confectioners sugar
cocoa
nuts
margarine
velveeta
vanilla
directions:
in large bowl, put confectioners sugar, cocoa and chopped nuts.
in saucepan, put margarine and velveeta.
melt and add vanilla.
pour hot mixture over sugar mixture.
mix quickly and pour into buttered cookie sheet.
cool and cut into squares.<|endofrecipe|>"
88;"<|startofrecipe|>ingredients:
squash
onions
sour cream
carrots
chicken
stuffing mix
butter
salt
directions:
cook squash, onions and carrots until tender.
mash.
melt butter in pan; stir in stuffing until all is coated.
drain all water from squash.
stir in sour cream and soup.
place in a greased baking dish a layer of squash and a layer of stuffing. bake at 350° for 35 minutes.<|endofrecipe|>"
89;"<|startofrecipe|>ingredients:
cream cheese
cheddar cheese
pimento
green pepper
onion
lemon juice
worcestershire sauce
tabasco sauce
salt
directions:
combine softened cream and cheddar cheeses.
add chopped up items.
mix and add liquids last.
mix well.
roll into ball and cover with chopped nuts.<|endofrecipe|>"
90;"<|startofrecipe|>ingredients:
apricot jello
sugar
cream cheese
jars junior baby food
pineapple
milk
water
directions:
dissolve jello in boiling water; add sugar.
blend in the cream cheese with a fork.
add can of crushed pineapple and apricot baby food.
refrigerate.
chill can of milk.
when jello starts to set, take milk out of the refrigerator and beat until stiff.
fold partially set jello into cream.
chopped nuts can be used for garnish.
this is a large salad; could fill a 2-quart mold or 2 (1-quart) molds.
serves about 12.<|endofrecipe|>"
91;"<|startofrecipe|>ingredients:
flour
sugar
baking powder
salt
eggs
margarine
butter
sweet milk
vanilla
directions:
have all ingredients at room temperature. hand stir all dry ingredients together. add eggs and stir. add butter and crisco and stir. add milk and stir. put batter in
mixer and beat at high speed until well blended. add 1 to 2 teaspoons of your favorite flavoring and mix well. pour batter into greased and floured tube pan. place in cold oven. bake at 325° for 1 hour and 20 to 30 minutes.<|endofrecipe|>"
92;"<|startofrecipe|>ingredients:
bread
margarine
brown sugar
vanilla pudding
milk
cinnamon
directions:
use greased 9 x 13-inch pan or bundt pan.
melt butter; add brown sugar, pudding, milk and cinnamon.
break up 1 loaf into round balls; place in pan.
pour mixture over and break second loaf over this.
rise 2 1/2 to 3 hours.
bake 30 minutes at 350°; turn out immediately to cool.<|endofrecipe|>"
93;"<|startofrecipe|>ingredients:
crescent rolls
cheese
hen
cream of chicken soup
milk
directions:
unroll crescent rolls; add cooked chicken and grated cheese. wrap roll over chicken and cheese; pinch sides together.<|endofrecipe|>"
94;"<|startofrecipe|>ingredients:
spanish rice
corned beef
onion
cheddar cheese
directions:
spray a 1-quart casserole dish with pam.
layer rice and meat, diced onion and grated cheese.
bake at 350° for 25 to 30 minutes.<|endofrecipe|>"
95;"<|startofrecipe|>ingredients:
pork
bell pepper
onions
catsup
brown sugar
salt
black pepper
ground beef
oil
directions:
cook onions and bell pepper in oil until onions are transparent.
add beef and cook until brown.
mix all ingredients together.
bake in 350° oven for 45 minutes, or after mixing together, pour in crock-pot and cook 6 to 10 hours on low.<|endofrecipe|>"
96;"<|startofrecipe|>ingredients:
chicken
shortening
onion
carrot chunks
water
chicken
brown sugar
cornstarch
ginger
catsup
vinegar
soy sauce
green pepper
pineapple
directions:
saute onion in 2 tablespoons shortening.
add carrots, water and bouillon cubes.
simmer 5 minutes.
combine next 6 ingredients.
add to vegetable mixture and cook until clear.
add pepper, pineapple and chicken.
cover and simmer 5 minutes or until heated through.
serve with rice or angel hair noodles. serves 6 people.<|endofrecipe|>"
97;"<|startofrecipe|>ingredients:
oranges
moist coconut
pecans
cherries
sugar
orange juice
directions:
combine all ingredients. chill overnight.
yields 4 to 6 servings.<|endofrecipe|>"
98;"<|startofrecipe|>ingredients:
peanut butter
sugar
egg
directions:
mix together and roll into balls; flatten with fork.
bake on ungreased cookie sheet.
makes 2 dozen.
quick, easy and good.<|endofrecipe|>"
99;"<|startofrecipe|>ingredients:
yellow cake mix
eggs
margarine
milk
pecans
directions:
mix together with a fork:
cake mix, 1 egg and margarine. press into a 13 x 9-inch pan.
next mix eagle brand milk, 1 egg, pecans and bits 'o brickle.
pour over cake mixture.
bake 30 minutes at 350°.
let cool and cut into bars.<|endofrecipe|>"
100;"<|startofrecipe|>ingredients:
flour
soda
salt
sugar
egg
margarine
buttermilk
directions:
mix dry ingredients.
add egg, margarine and buttermilk. stir by hand until well blended.
pour onto non-stick pan or griddle with a little oil added.
cook until bubbly and turn over.<|endofrecipe|>"
101;"<|startofrecipe|>ingredients:
butter
mushrooms
garlic
zucchini
onion
eggs
ricotta cheese
shredded monterey jack
frozen spinach
dill weed
salt
directions:
preheat oven to 325°.
in large frying pan, melt butter and saute mushrooms, garlic, onion and zucchini until tender, approximately 2 minutes.
add ham and cook 1 more minute; set aside.<|endofrecipe|>"
102;"<|startofrecipe|>ingredients:
red cabbage
butter
apples
brown sugar
vinegar
directions:
in a saucepan filled with lightly salted boiling water, cook red cabbage for 5 minutes; then drain.<|endofrecipe|>"
103;"<|startofrecipe|>ingredients:
potatoes
bacon
sugar
flour
salt
pepper
cider vinegar
water
green onions
directions:
peel and cut potatoes in thin slices.
fry bacon until crisp. remove bacon from grease and reserve 1/2 cup drippings to make dressing.
blend sugar, flour, salt and pepper.
stir into bacon drippings to make smooth paste.
add vinegar and water.
boil 2 to 3 minutes.
combine sauce, potatoes and onions in skillet.
turn skillet off.
cover with a towel (not a lid) and let stand at room temperature 3 or 4 hours.
sprinkle with bacon.<|endofrecipe|>"
104;"<|startofrecipe|>ingredients:
butter
onions
ground beef
clove garlic
beef
tomatoes
potatoes
carrots
celery
frozen green beans
red wine
basil
thyme
salt
directions:
saute onions and garlic in butter until onions are tender. add meat and brown. drain well. add the rest of the ingredients and simmer at least one hour.<|endofrecipe|>"
105;"<|startofrecipe|>ingredients:
sugar
sugar
ground cloves
cinnamon
instant tea
directions:
mix all ingredients together and store in airtight container. when ready to serve, heat 1 cup water in microwave until boiling. add 3 heaping teaspoons.
mix to water and stir well.
great for winter cold and to get the chill out.<|endofrecipe|>"
106;"<|startofrecipe|>ingredients:
manwich
hamburg
american cheese
noodles
directions:
cook hamburg and crumble.
add manwich.
spray pam in baking dish.
layer 1/2 of noodles, then 1/2 hamburg mixture on noodles. put enough cheese slices on to cover meat.
layer all again.
bake for 1/2 hour at 350°.<|endofrecipe|>"
107;"<|startofrecipe|>ingredients:
shortening
butter
sugar
eggs
vanilla
flour
baking powder
salt
directions:
mix all ingredients.
chill for several hours.
cut out with cookie cutters.
bake at 350° for 10 minutes.
frost if you want to. makes approximately 4 dozen.<|endofrecipe|>"
108;"<|startofrecipe|>ingredients:
lime
orange
apple
sugar
red spanish
brandy
triple sec
club soda
directions:
squeeze the juice of lime, orange and apple in a large pitcher; add 1/2 cup sugar and fruit pieces.
pour in the wine, brandy and triple sec and stir with a long handled spoon until well mixed.
taste.
if you prefer the sangria sweeter, add up to 1/4 cup more sugar.<|endofrecipe|>"
109;"<|startofrecipe|>ingredients:
hamburger
onion
kidney beans
butter beans
beans
ketchup
green chilies
mustard
beef bouillon
water
honey
bell pepper
worcestershire sauce
garlic
directions:
combine all ingredients in large pot; simmer 30-45 minutes or until onion and bell peppers become soft.
this recipe triples and freezes well.
serve with cornbread.<|endofrecipe|>"
110;"<|startofrecipe|>ingredients:
cooking oats
brown sugar
salad oil
eggs
salt
almond extract
directions:
mix oats, brown sugar and oil; let stand overnight or 8 hours. preheat oven to 325°.
mix rest of ingredients into oat mixture. drop by teaspoon onto greased baking sheet.
bake 15 minutes. cool completely before removing from baking sheet.<|endofrecipe|>"
111;"<|startofrecipe|>ingredients:
chinese noodles
campbell's cream
water
chicken
cashews
celery
onion
peas
soy sauce
directions:
reserve 1/2 cup chinese noodles.
in 1 1/2-quart casserole, combine remaining noodles, soup, water, tuna, cashews, celery, onion and peas.
bake at 350° for 30 minutes or until hot.
stir; sprinkle reserved noodles around edge.
bake 5 minutes more. serve with soy sauce.
makes about 4 1/2 cups.<|endofrecipe|>"
112;"<|startofrecipe|>ingredients:
cheddar cheese
cream cheese
ham
pimiento
parsley
worcestershire sauce
onion
directions:
mix all ingredients.
form into a ball and roll in chopped pecans.
serve with assorted crackers.<|endofrecipe|>"
113;"<|startofrecipe|>ingredients:
cream cheese
black olives
armour dried beef
green onions
mushrooms
directions:
chop all and mix with hands.
form into ball and refrigerate for 1 to 2 days.
sprinkle with paprika and serve with ritz crackers.<|endofrecipe|>"
114;"<|startofrecipe|>ingredients:
shells
chicken
broccoli flowerets
cauliflower
carrots
green onions
fresh mushrooms
italian salad dressing
milk
salt
directions:
cook large shells according to package directions.
drain and cool (rinse with cold water to cool quickly, then drain well). combine cooled large shells with remaining ingredients and toss lightly.
chill.
makes 8 servings.<|endofrecipe|>"
115;"<|startofrecipe|>ingredients:
frozen artichoke
water
zucchini
fresh mushrooms
green onion
garlic
margarine
tomatoes
parmesan cheese
directions:
in 2-quart microwave-safe casserole, microcook artichokes and water, covered, on 100% power (high) for 3 to 4 minutes or until thawed.
stir.
add next 3 ingredients.
cover.
cook on high for 9 to 11 minutes (low-wattage oven for 12 to 14 minutes) or just until tender; stir once.
drain well.
stir in garlic, 1/2 teaspoon salt and 1/4 teaspoon pepper.
dot with margarine or butter.
cover; cook on high for 1 minute.
stir in tomatoes; sprinkle with cheese.
let stand 2 minutes.
makes 6 servings.<|endofrecipe|>"
116;"<|startofrecipe|>ingredients:
ground chuck
shortening
tomatoes
tomato sauce
salt
sugar
garlic
egg noodles
sour cream
cream cheese
green onions
grated cheese
directions:
melt shortening in a skillet.
add beef, breaking into pieces with a fork.
cook until brown.
drain off fat.
stir into meat the tomatoes and tomato sauce, adding salt, sugar and garlic. simmer for 5 to 10 minutes.
meanwhile, cook the noodles.
drain well and with a fork blend in sour cream, cream cheese and onions.<|endofrecipe|>"
117;"<|startofrecipe|>ingredients:
chunk white chicken
celery
almonds
water chestnuts
white grapes
salt
pepper
lemon juice
curry powder
nonfat mayonnaise
directions:
combine all ingredients; chill.<|endofrecipe|>"
118;"<|startofrecipe|>ingredients:
margarine
sugar
meal
vinegar
eggs
salt
vanilla
directions:
mix ingredients in order given.
bake at 300° to 325° for 30 minutes or until firm.<|endofrecipe|>"
119;"<|startofrecipe|>ingredients:
vermicelli
bell pepper
zucchini
purple onion
salad supreme seasoning
directions:
cook noodles 1/2 done (do not rinse).
add all other ingredients; mix well.
marinate at least 3 hours.
the longer it sits, the better it gets!!<|endofrecipe|>"
120;"<|startofrecipe|>ingredients:
cucumbers
white vinegar
salt
sugar
onion
dill
directions:
combine all ingredients, except dill, making sure juices are mixed well.
garnish with dill.
chill.<|endofrecipe|>"
121;"<|startofrecipe|>ingredients:
chicken
cream of mushroom soup
cream of chicken soup
tomatoes
your choice
spaghetti
steak seasoning
directions:
cook spaghetti and drain.
mix all other ingredients together.
add to spaghetti, place in a 13x9 casserole dish.
cook for 30 minutes at 350 degrees.<|endofrecipe|>"
122;"<|startofrecipe|>ingredients:
cream cheese
sharp cheese
mayonnaise
worcestershire sauce
garlic salt
celery salt
onion salt
pimento
olives
parsley flakes
beef
directions:
mix all ingredients except chipped beef and parsley.
chill for 1 hour.
shape in ball.
roll in chipped beef and parsley until well coated.
keep in refrigerator.
serve with cracker (any kind).<|endofrecipe|>"
123;"<|startofrecipe|>ingredients:
pistachio pie filling
pineapple
marshmallows
directions:
mix together all ingredients and refrigerate.
serve on lettuce leaf.
use 9 x 13-inch pan.<|endofrecipe|>"
124;"<|startofrecipe|>ingredients:
egg
milk
vegetable oil
flour
sugar
baking powder
salt
blueberries
directions:
heat oven to 400°.
beat egg with fork.
add remaining ingredients except blueberries and stir until flour is moistened. batter should be lumpy.
add blueberries, if desired.
fill muffin cups 2/3 full.
bake 20 to 25 minutes.
serve warm.<|endofrecipe|>"
125;"<|startofrecipe|>ingredients:
flour
margarine
pecans
cream cheese
powdered sugar
instant vanilla pudding
milk
directions:
mix flour and melted margarine.
pat mixture in 9 x 13-inch baking pan.
bake at 375° for 10 minutes.
let cool.<|endofrecipe|>"
126;"<|startofrecipe|>ingredients:
water
butter
sugar
flour
eggs
directions:
combine water, butter, sugar and salt in saucepan and bring to a boil.
add flour all at once, then beat with a wooden spoon for 1 minute or until mixture leaves sides of pan and forms a ball. cool mixture.
add eggs one at a time, beating after each egg, until mixture has satin-like sheen.
use pastry bag with large star tip and fill with mixture.
make doughnut shape with pastry bag on greased cookie sheet.
bake in 400° oven for 20 minutes or until puffed and well browned.
cool.
slice each zeppole in half and fill with the following filling.<|endofrecipe|>"
